redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,site_type,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,median_ccg_imd_rank,median_ccg_imd_quintile,median_ccg_imd_decile,mean_ccg_imd_rank,mean_ccg_imd_quintile,mean_ccg_imd_decile,nhs_region
basildon_and_thurr,basildon_and_thurr,PDDH0,Basildon University Hospital,SS16 5NL,England,0.4507094999999999,51.5568669,E38000007,SS16,Basildon,Acute,18128.080100125157,-0.7236037154042553,18134.089815314917,-0.7613690631848504,5.422633461693532,9633.651347577026,18665,-1.25702295316955,0.07635289280848696,0.16526130803150368,0.03638884634297737,0.0991180904320067,72746,3,5,76265.63579474343,2.7409261576971216,4.958698372966208,East of England
basildon_and_thurr,basildon_and_thurr,RDDHH0,Basildon University Hospital,SS16 5NL,England,0.4507094999999999,51.5568669,E38000007,SS16,Basildon,Acute,18128.080100125157,-0.7236037154042553,18134.089815314917,-0.7613690631848504,5.422633461693532,9633.651347577026,18665,-1.25702295316955,0.07635289280848696,0.16526130803150368,0.03638884634297737,0.0991180904320067,72746,3,5,76265.63579474343,2.7409261576971216,4.958698372966208,East of England
west_suffolk_hospi,west_suffolk_hospi,RG550,West Suffolk Hospital,IP33 2QZ,England,0.7099006,52.230925,E38000204,IP33,St Edmundsbury,Acute,18930.577030812325,-1.3182392579971989,18923.13072786765,-1.3280336402642794,1.4753775619647562,16190.674995560801,18568,-1.774373093642857,0,0.007894194906528157,0.004539734114362859,0.04224881587076402,73559,3,5,71870.90896358543,2.6246498599439776,4.705882352941177,East of England
mid_and_south_esse,mid_and_south_esse,RQ8LO,Southend Hospital,SS0 0RY,England,0.6879974,51.5540749,E38000168,SS0,Southend-on-Sea,Acute,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.18301489133814738,93062,3,6,86455.50956521739,3.0191304347826087,5.565217391304348,East of England
barking_havering_a,NA,00156,Queen's Hospital,RM7 0AG,England,0.1799287,51.5684418,E38000077,RM7,Havering,Acute,18801.308100929615,-0.4142939296746348,19010.165277291202,-0.5254126901667419,-1.7728633914739613,14175.538911639182,19339.97103658537,-1.1259703907346046,0.006424190750347168,0.06889754639810566,0.03516843451504113,0.09846064233465729,70700,3,5,72596.70783532536,2.596281540504648,4.741035856573705,London
kings_college_hosp,kings_college_hosp,R1Z01,King's College Hospital (Denmark Hill),SE5 9RS,England,-0.0926719,51.4673518,E38000092,SE5,Lambeth,Acute,11381.474012474013,4.4785908912453225,11361.000684949637,4.503651209391457,19.980316006199185,9144.437717361785,10802,4.576766608181818,0,0.19188516670416794,0.48288287692083703,0.7390143343083663,115393,4,7,111699.45114345114,3.787941787941788,7.024948024948025,London
barking_havering_a,barking_havering_a,RD4QH,Queen's Hospital,RM7 0AG,England,0.1799287,51.5684418,E38000077,RM7,Havering,Acute,18801.308100929615,-0.4142939296746348,19010.165277291202,-0.5254126901667419,-1.7728633914739613,14175.538911639182,19339.97103658537,-1.1259703907346046,0.006424190750347168,0.06889754639810566,0.03516843451504113,0.09846064233465729,70700,3,5,72596.70783532536,2.596281540504648,4.741035856573705,London
barking_havering_a,NA,RF4QH2,Queen's Hospital,RM7 0AG,England,0.1799287,51.5684418,E38000077,RM7,Havering,Acute,18801.308100929615,-0.4142939296746348,19010.165277291202,-0.5254126901667419,-1.7728633914739613,14175.538911639182,19339.97103658537,-1.1259703907346046,0.006424190750347168,0.06889754639810566,0.03516843451504113,0.09846064233465729,70700,3,5,72596.70783532536,2.596281540504648,4.741035856573705,London
barking_havering_a,NA,RF4QH5,Queen's Hospital,RM7 0AG,England,0.1799287,51.5684418,E38000077,RM7,Havering,Acute,18801.308100929615,-0.4142939296746348,19010.165277291202,-0.5254126901667419,-1.7728633914739613,14175.538911639182,19339.97103658537,-1.1259703907346046,0.006424190750347168,0.06889754639810566,0.03516843451504113,0.09846064233465729,70700,3,5,72596.70783532536,2.596281540504648,4.741035856573705,London
barking_havering_a,barking_havering_a,RFQ4H,Queen's Hospital,RM7 0AG,England,0.1799287,51.5684418,E38000077,RM7,Havering,Acute,18801.308100929615,-0.4142939296746348,19010.165277291202,-0.5254126901667419,-1.7728633914739613,14175.538911639182,19339.97103658537,-1.1259703907346046,0.006424190750347168,0.06889754639810566,0.03516843451504113,0.09846064233465729,70700,3,5,72596.70783532536,2.596281540504648,4.741035856573705,London
barking_havering_a,barking_havering_a,RM4QH,Queen's Hospital,RM7 0AG,England,0.1799287,51.5684418,E38000077,RM7,Havering,Acute,18801.308100929615,-0.4142939296746348,19010.165277291202,-0.5254126901667419,-1.7728633914739613,14175.538911639182,19339.97103658537,-1.1259703907346046,0.006424190750347168,0.06889754639810566,0.03516843451504113,0.09846064233465729,70700,3,5,72596.70783532536,2.596281540504648,4.741035856573705,London
homerton_universit,NA,RQXM10,Homerton University Hospital,E9 6SR,England,-0.0459012,51.550818,E38000035,E9,Hackney,Acute,7995.709302325581,5.91309213425969,7883.16419843036,5.947452941595381,4.605107442671778,6035.364021855225,7170.357308584687,6.349124096191882,0.0920084579990655,0.4112939629843749,0.738154445597168,0.9154556469814922,134097,4,8,129546.87467700259,4.2661498708010335,8.05813953488372,London
the_royal_marsden,the_royal_marsden,RYP01,The Royal Marsden Hospital (Surrey),SW3 6JJ,England,-0.1729956,51.49073809999999,E38000202,SW3,Kensington and Chelsea,Acute,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.46756003955760805,0.6374581514983805,92148,3,6,91707.41486810551,3.1882494004796165,5.823741007194244,London
darlington_memoria,darlington_memoria,01016,Darlington Memorial Hospital,DL3 6HX,England,-1.56331,54.53039,E38000042,DL3,Darlington,Acute,14218.519444444444,-0.18152664236944444,14542.901150013264,-0.24695149721606793,3.9009781026144674,2943.0398254127717,13268,-0.851923059902834,0.17151680497139177,0.3011727482854003,0.0808608995490887,0.1635311280360729,105389,4,7,96724.40277777778,3.297222222222222,6.125,North East and Yorkshire
darlington_memoria,darlington_memoria,01017,Darlington Memorial Hospital,DL3 6HX,England,-1.56331,54.53039,E38000042,DL3,Darlington,Acute,14218.519444444444,-0.18152664236944444,14542.901150013264,-0.24695149721606793,3.9009781026144674,2943.0398254127717,13268,-0.851923059902834,0.17151680497139177,0.3011727482854003,0.0808608995490887,0.1635311280360729,105389,4,7,96724.40277777778,3.297222222222222,6.125,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR,Leeds General Infirmary,LS1 3EX,England,-1.5517435,53.8014452,E38000225,LS1,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR13,Leeds General Infirmary,LS1 3EX,England,-1.5517435,53.8014452,E38000225,LS1,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR183,Leeds General Infirmary,LS1 3EX,England,-1.5517435,53.8014452,E38000225,LS1,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR81,Leeds General Infirmary,LS1 3EX,England,-1.5517435,53.8014452,E38000225,LS1,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_teaching_hos,NA,RR8136,Leeds General Infirmary,LS1 3EX,England,-1.5517435,53.8014452,E38000225,LS1,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR8813,Leeds General Infirmary,LS1 3EX,England,-1.5517435,53.8014452,E38000225,LS1,Leeds,Acute,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.1719760740516887,0.29542129345497775,96692,3,6,98349.87839433293,3.2959464777646597,6.21763085399449,North East and Yorkshire
darlington_memoria,darlington_memoria,RXDA,Darlington Memorial Hospital,DL3 6HX,England,-1.56331,54.53039,E38000042,DL3,Darlington,Acute,14218.519444444444,-0.18152664236944444,14542.901150013264,-0.24695149721606793,3.9009781026144674,2943.0398254127717,13268,-0.851923059902834,0.17151680497139177,0.3011727482854003,0.0808608995490887,0.1635311280360729,105389,4,7,96724.40277777778,3.297222222222222,6.125,North East and Yorkshire
darlington_memoria,darlington_memoria,RXDPA,Darlington Memorial Hospital,DL3 6HX,England,-1.56331,54.53039,E38000042,DL3,Darlington,Acute,14218.519444444444,-0.18152664236944444,14542.901150013264,-0.24695149721606793,3.9009781026144674,2943.0398254127717,13268,-0.851923059902834,0.17151680497139177,0.3011727482854003,0.0808608995490887,0.1635311280360729,105389,4,7,96724.40277777778,3.297222222222222,6.125,North East and Yorkshire
salford_royal_nhsf,salford_royal_nhsf,EM301,Salford Royal,M6 8HD,England,-2.3234243,53.4875447,E38000143,M6,Salford,Acute,9494.135572139303,1.406609427437811,9672.857382241924,1.2938165064467562,-10.740461250049556,1899.5700757907855,7273.757009345794,1.3698047860906508,0.2998337130716915,0.49357294609995167,0.17953003637793727,0.34945475841373386,135541,4.5,8.5,121524.82960199004,3.9950248756218905,7.536069651741293,North West
the_royal_oldham_h,the_royal_oldham_h,R603,Royal Oldham Hospital,OL1 2JH,England,-2.1222418,53.5532339,E38000135,OL1,Oldham,Acute,10857.261235955057,0.8792072686460675,10595.14080668039,0.9958904045505897,2.8443287194354094,1937.7815095084027,6962,0.7728600380465841,0.31074225089707735,0.4807534115617372,0.17867290359586832,0.33318363517521354,130714,4,8,114309.37359550562,3.787921348314607,7.162921348314606,North West
wirral_university,wirral_university,RBLI4,Arrowe Park Hospital,CH49 5PE,England,-3.1017727,53.3706438,E38000208,CH49,Wirral,Acute,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.05890244321930809,0.1558775794835873,106656,4,7,102301.93370681605,3.414565826330532,6.4070961718020545,North West
aintree_university,NA,REM,University Hospital Aintree,L9 7AL,England,-2.9322226,53.4651255,E38000101,L9,Liverpool,Acute,6823.02398989899,2.2652371023484847,6975.550865645402,2.181793994121917,12.779332124269942,499.8389986082434,3462,2.5084938481910566,0.48335066410814403,0.6279407823504819,0.24440466108508518,0.4464929301158839,154052,5,9,135511.57512626261,4.299242424242424,8.30239898989899,North West
aintree_university,NA,REM200,University Hospital Aintree,L9 7AL,England,-2.9322226,53.4651255,E38000101,L9,Liverpool,Acute,6823.02398989899,2.2652371023484847,6975.550865645402,2.181793994121917,12.779332124269942,499.8389986082434,3462,2.5084938481910566,0.48335066410814403,0.6279407823504819,0.24440466108508518,0.4464929301158839,154052,5,9,135511.57512626261,4.299242424242424,8.30239898989899,North West
wirral_university,wirral_university,RLB14,Arrowe Park Hospital,CH49 5PE,England,-3.1017727,53.3706438,E38000208,CH49,Wirral,Acute,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.05890244321930809,0.1558775794835873,106656,4,7,102301.93370681605,3.414565826330532,6.4070961718020545,North West
salford_royal_nhsf,salford_royal_nhsf,RN301,Salford Royal,M6 8HD,England,-2.3234243,53.4875447,E38000143,M6,Salford,Acute,9494.135572139303,1.406609427437811,9672.857382241924,1.2938165064467562,-10.740461250049556,1899.5700757907855,7273.757009345794,1.3698047860906508,0.2998337130716915,0.49357294609995167,0.17953003637793727,0.34945475841373386,135541,4.5,8.5,121524.82960199004,3.9950248756218905,7.536069651741293,North West
royal_preston_hosp,royal_preston_hosp,RNX02,Royal Preston Hospital,PR2 9HT,England,-2.704496,53.79086,E38000227,PR2,Preston,Acute,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.1896408729365682,100044,3,6,90361.56366459628,3.141304347826087,5.746894409937888,North West
wirral_university,wirral_university,RRL14,Arrowe Park Hospital,CH49 5PE,England,-3.1017727,53.3706438,E38000208,CH49,Wirral,Acute,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.05890244321930809,0.1558775794835873,106656,4,7,102301.93370681605,3.414565826330532,6.4070961718020545,North West
the_royal_oldham_h,the_royal_oldham_h,RW063,Royal Oldham Hospital,OL1 2JH,England,-2.1222418,53.5532339,E38000135,OL1,Oldham,Acute,10857.261235955057,0.8792072686460675,10595.14080668039,0.9958904045505897,2.8443287194354094,1937.7815095084027,6962,0.7728600380465841,0.31074225089707735,0.4807534115617372,0.17867290359586832,0.33318363517521354,130714,4,8,114309.37359550562,3.787921348314607,7.162921348314606,North West
royal_preston_hosp,royal_preston_hosp,RXB02,Royal Preston Hospital,PR2 9HT,England,-2.704496,53.79086,E38000227,PR2,Preston,Community,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.1896408729365682,100044,3,6,90361.56366459628,3.141304347826087,5.746894409937888,North West
royal_preston_hosp,royal_preston_hosp,RXV02,Royal Preston Hospital,PR2 9HT,England,-2.704496,53.79086,E38000227,PR2,Preston,Community,15432.874223602485,-0.5950538043338509,15414.32598724969,-0.5696365066322745,2.123128689103269,6096.627009722718,13469.118210862622,-1.638383164230303,0.13460769814940646,0.31688916423518126,0.07646688516727287,0.1896408729365682,100044,3,6,90361.56366459628,3.141304347826087,5.746894409937888,North West
nhs_ayrshire_and_a,NA,A103H0,University Hospital Crosshouse,KA2 0BE,Scotland,-4.540130899999999,55.6135442,S08000015,KA2,East Ayrshire,Acute,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0873185768720298,0.2048395555936122,29510,4,7,27204.33746598125,3.448442697308739,6.391895978228002,Scotland
medway_nhsft,medway_nhsft,0382,Medway Maritime Hospital,ME7 5NY,England,0.5422176,51.3782667,E38000104,ME7,Medway,Acute,14322.577481840193,-0.19207946139588378,14386.083406270722,-0.22371284613484893,-1.465856311388565,6021.523095529999,12644.249999999998,-0.6670336802804878,0.08250449938429479,0.2237074926588993,0.04956711186890215,0.13217770199867387,105534,4,7,96168.02542372882,3.2857142857142856,6.11138014527845,South East
maidstone_and_tunb,maidstone_and_tunb,9022,The Maidstone Hospital,ME16 9QQ,England,0.4843427,51.2746195,E38000199,ME16,Maidstone,Acute,21797.545582047685,-1.4403139826269284,21779.701884194383,-1.4720712299419338,-37.65464604149841,17249.271684045776,21962,-2.075217224940351,0.008111535243672871,0.0366075786097748,0.014368943038415951,0.055390695809802694,55653,2,4,56911.68793828892,2.197054698457223,3.8225806451612905,South East
frimley_health_nhs,frimley_health_nhs,RDU050,Frimley Park Hospital,GU16 7UJ,England,-0.7417102999999999,51.3191188,E38000178,GU16,Surrey Heath,Acute,25806.22635135135,-1.9995505738547297,25907.23668251634,-2.0274385344927603,-10.654319824201899,23315.460707413615,28040.21125,-2.702127960597511,0,0,0.01015380982536735,0.025770927474320308,24226,1,2,36032.58445945946,1.6283783783783783,2.641891891891892,South East
royal_berkshire_ho,NA,RHW012,Royal Berkshire Hospital,RG1 5AN,England,-0.9592181000000001,51.4503446,E38000221,RG1,Berkshire,Acute,23420.48526387937,-1.0643508792878684,23609.603026514338,-1.133698829090095,-1.1556618375402248,17716.98548782569,26212,-1.9137673283678163,0.011834447079111878,0.03333908169864195,0.03627074800603578,0.1038478120284544,34157,1,2,48551.98355037697,1.9993145990404386,3.3941055517477725,South East
glan_clwyd_hospita,glan_clwyd_hospita,7A1A10,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.27265509999999,W11000023,LL18,Conwy,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
betsi_cadwaladr_un,betsi_cadwaladr_un,7AIAU,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.27265509999999,W11000023,LL18,Conwy,Acute,1067.5949256342958,-0.7828063973941383,1073.2088417980135,-0.821713653272435,-1.5662328925058095,187.64345747345868,1113,-1.4050620071476518,0.055656259221411264,0.11159888187435768,0.030005654587556708,0.09631695925644354,4196,3,5,4405.136920384952,2.716535433070866,4.9006999125109365,Wales
walsall_healthcare,walsall_healthcare,RBK,Manor Hospital,WS2 9PS,England,-1.9987338,52.5827581,E38000191,WS2,Walsall,Acute,10950.265379975874,1.0547298891700845,10824.010860565193,1.10545965932399,19.163648434274027,3998.0840005417012,6360,1.1560526196466432,0.2756615662234566,0.5157561738135993,0.14312554070762615,0.33160554427211936,137133,5,9,113884.96622436671,3.800965018094089,7.182147165259349,Midlands
george_eliot_hospi,NA,RLT010,George Eliot Hospital - Acute Services,CV10 7DJ,England,-1.4780378,52.5124839,E38000195,CV10,Nuneaton & Bedworth,Acute,15429.069805194806,-0.9917790140487013,15531.019987611207,-1.0396012580313618,-9.331840797744176,8623.424606131453,14809,-1.7259292760880283,0.05336793651810793,0.15900911003599158,0.022737709995407602,0.07096322877617933,93650,3,6,90331.75,3.168831168831169,5.805194805194805,Midlands
george_eliot_hospi,george_eliot_hospi,RLTN,George Eliot Hospital - Acute Services,CV10 7DJ,England,-1.4780378,52.5124839,E38000195,CV10,Nuneaton & Bedworth,Acute,15429.069805194806,-0.9917790140487013,15531.019987611207,-1.0396012580313618,-9.331840797744176,8623.424606131453,14809,-1.7259292760880283,0.05336793651810793,0.15900911003599158,0.022737709995407602,0.07096322877617933,93650,3,6,90331.75,3.168831168831169,5.805194805194805,Midlands
george_eliot_hospi,george_eliot_hospi,RLY01,George Eliot Hospital - Acute Services,CV10 7DJ,England,-1.4780378,52.5124839,E38000195,CV10,Nuneaton & Bedworth,Acute,15429.069805194806,-0.9917790140487013,15531.019987611207,-1.0396012580313618,-9.331840797744176,8623.424606131453,14809,-1.7259292760880283,0.05336793651810793,0.15900911003599158,0.022737709995407602,0.07096322877617933,93650,3,6,90331.75,3.168831168831169,5.805194805194805,Midlands
george_eliot_hospi,george_eliot_hospi,RTL01,George Eliot Hospital - Acute Services,CV10 7DJ,England,-1.4780378,52.5124839,E38000195,CV10,Nuneaton & Bedworth,Acute,15429.069805194806,-0.9917790140487013,15531.019987611207,-1.0396012580313618,-9.331840797744176,8623.424606131453,14809,-1.7259292760880283,0.05336793651810793,0.15900911003599158,0.022737709995407602,0.07096322877617933,93650,3,6,90331.75,3.168831168831169,5.805194805194805,Midlands
worcestershire_acu,worcestershire_acu,WRP50,Worcestershire Royal Hospital,WR5 1DD,England,-2.1807577,52.1903762,E38000166,WR5,Worcester,Acute,18567.602459016394,-1.4368324127551229,18729.107438443494,-1.4869645860556548,0.40267721657113204,6847.549394108502,19196,-2.1584569173594677,0.04580100088515997,0.08981101662516403,0.020827090716841804,0.06855340063304437,74098,3,5,73796.32274590163,2.63422131147541,4.765368852459017,Midlands
ni_southern_trust,ni_southern_trust,ZT300,Southern Health & Social Care Trust,BT63 5QQ,Northern Ireland,-6.410234699999999,54.4334842,ZB001,BT63,Craigavon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Northern Ireland
royal_united_hospi,royal_united_hospi,130,,BA1 3NG,England,-2.391191,51.39284,E38000009,BA1,Bath and North East Somerset,Acute,23278.48027444254,-1.1768844065951973,23595.764072584312,-1.3040501190068403,2.3118384692132437,18189.693327117755,25490,-1.9125486523216784,0.007862921552586128,0.0400588582856104,0.013572629760930825,0.06635192255249522,38683,2,3,49204.59348198971,2.097770154373928,3.469982847341338,South West
torbay_and_south_d,torbay_and_south_d,RA009,Torbay Hospital,TQ2 7AA,England,-3.5537918,50.48207799999999,E38000230,TQ2,Torbay,Acute,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.026611874659314024,0.07930463897429926,86102,3,6,85286.65282522996,2.9805519053876477,5.480157687253613,South West
torbay_and_south_d,torbay_and_south_d,RA310,Torbay Hospital,TQ2 7AA,England,-3.5537918,50.48207799999999,E38000230,TQ2,Torbay,Acute,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.026611874659314024,0.07930463897429926,86102,3,6,85286.65282522996,2.9805519053876477,5.480157687253613,South West
weston_area_health,weston_area_health,RA7C7,Weston General Hospital,BS23 4TQ,England,-2.9704987,51.32221819999999,E38000222,BS23,North Somerset,Acute,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.05102918975297879,0.11945718675823973,70300,3,5,76900.10835913313,2.7585139318885448,5.0017199862401105,South West
torbay_and_south_d,torbay_and_south_d,RA910,Torbay Hospital,TQ2 7AA,England,-3.5537918,50.48207799999999,E38000230,TQ2,Torbay,Acute,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.026611874659314024,0.07930463897429926,86102,3,6,85286.65282522996,2.9805519053876477,5.480157687253613,South West
musgrove_park_hosp,musgrove_park_hosp,RAB11,Musgrove Park Hospital,TA1 5DA,England,-3.1197782,51.0119699,E38000150,TA1,Somerset,Acute,17039.952222222222,-1.5836912476572222,17164.532830036303,-1.5895896023606397,-2.4873233416954266,12044.209806450262,16875.993079584783,-2.1217034614034582,0.025239069233846317,0.0846705108949152,0.009774101273274815,0.043317382805129326,83914,3,5,81832.05444444444,2.8944444444444444,5.2588888888888885,South West
northern_devon_hea,northern_devon_hea,RBZ,North Devon District Hospital,EX31 4JB,England,-4.0485919,51.0918588,E38000230,EX31,Exeter,Acute,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.026611874659314024,0.07930463897429926,86102,3,6,85286.65282522996,2.9805519053876477,5.480157687253613,South West
royal_united_hospi,royal_united_hospi,RD120,,BA1 3NG,England,-2.391191,51.39284,E38000009,BA1,Bath and North East Somerset,Acute,23278.48027444254,-1.1768844065951973,23595.764072584312,-1.3040501190068403,2.3118384692132437,18189.693327117755,25490,-1.9125486523216784,0.007862921552586128,0.0400588582856104,0.013572629760930825,0.06635192255249522,38683,2,3,49204.59348198971,2.097770154373928,3.469982847341338,South West
royal_bournemouth,NA,RDZ200,Royal Bournemouth General Hospital,BH7 7DW,England,-1.8208896,50.7472965,E38000045,BH7,Bournemouth,Acute,18839.683914961894,-1.2466983944829522,18849.8600157787,-1.2351436318802471,17.74191765813415,12246.112506905683,18877,-1.6938707970882352,0.030894802840166068,0.08128718713081672,0.017660317106180975,0.05990798894146963,71892,3,5,72398.87444845568,2.6341756919374246,4.730445246690734,South West
university_hospitab,university_hospitab,3424,Leicester Royal Infirmary,LE1 5WW,England,-1.1348028,52.6278166,E38000097,LE1,Leicester,Acute,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.2800758380100106,0.48301228575762173,125649,4,8,118897.86466942148,3.918388429752066,7.43801652892562,Midlands
sherwood_forest_ho,NA,D0056,King's Mill Hospital,NG17 4JL,England,-1.2338334,53.13529579999999,E38000103,NG17,Ashfield,Acute,11942.593949044585,-0.35547702151273886,12041.41752491348,-0.4046734237017314,-0.43349713987436184,2096.3938113010163,10289,-0.8286261093033708,0.16493974898886712,0.35965579785681523,0.04061210023766835,0.13375620230996957,117945,4,7,108674.77707006369,3.7054140127388533,6.856687898089172,Midlands
sherwood_forest_ho,sherwood_forest_ho,KR5BC,King's Mill Hospital,NG17 4JL,England,-1.2338334,53.13529579999999,E38000103,NG17,Ashfield,Acute,11942.593949044585,-0.35547702151273886,12041.41752491348,-0.4046734237017314,-0.43349713987436184,2096.3938113010163,10289,-0.8286261093033708,0.16493974898886712,0.35965579785681523,0.04061210023766835,0.13375620230996957,117945,4,7,108674.77707006369,3.7054140127388533,6.856687898089172,Midlands
nottingham_univers,nottingham_univers,RC1CC,Nottingham University Hospitals Nhs Trust - Queen's Medical Centre Campus,NG7 2UH,England,-1.185,52.94435,E38000132,NG7,Nottingham,Acute,8115.557228915663,2.764784300456827,8360.240666710286,2.726405927347291,1.0494075639036313,2679.8322952074573,5602,3.0990621745923757,0.2970721015440984,0.5546322952106778,0.2767011253598534,0.5053421879089244,142977,5,9,128790.9748995984,4.214859437751004,7.994979919678715,Midlands
university_hospitab,university_hospitab,REWAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1348028,52.6278166,E38000097,LE1,Leicester,Acute,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.2800758380100106,0.48301228575762173,125649,4,8,118897.86466942148,3.918388429752066,7.43801652892562,Midlands
lincolnshire_commu,lincolnshire_commu,RHY5HQ,Lincolnshire Community Health Services Unit 11,NG34 8GG,England,-0.3910678,53.0093245,E38000165,NG34,North Kesteven,Community,19458.392764857883,-1.418449410002584,19523.063909026063,-1.4306961403592675,-2.81447965432319,15198.644095425741,19809,-1.9965012590444446,0.012309019425689686,0.03609760952870722,0.013876677560093562,0.06792355800335097,68259,2,4,69140.0645994832,2.501291989664083,4.501291989664082,Midlands
