redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,nhs_region
North West Anglia NHSFT,north_west_anglia,RGN80,Peterborough City Hospital,PE3 9GZ,England,-0.2786177,52.5848352,E38000026,PE3,Peterborough,19497.63372312335,-0.8667116029947189,19521.302840824406,-0.8586569789075222,-1.661461949698318,11784.570735142499,20484,-1.4407075328333332,0.036106192579873964,0.12237305718016132,0.026685267657527142,0.10549861983032557,East of England
North West Anglia NHSFT,north_west_anglia,RGN90,Hinchingbrooke Hospital,PE29 6NT,England,-0.2026619,52.3328553,E38000026,PE29,Huntingdonshire,19497.63372312335,-0.8667116029947189,19521.302840824406,-0.8586569789075222,-1.661461949698318,11784.570735142499,20484,-1.4407075328333332,0.036106192579873964,0.12237305718016132,0.026685267657527142,0.10549861983032557,East of England
James Paget University Hospitals,james_paget_univer,RGP75,James Paget University Hospital,NR31 6LA,England,1.7178975,52.5618322,E38000063,NR31,Norfolk,11999.938420348059,-0.2767504494859438,12010.495842959379,-0.2491828795160847,-3.775165278563937,1013.9210358420383,11832,-0.9576102577118643,0.18469776173828759,0.30137721085394603,0.07169307065792754,0.16142115738409926,East of England
West Suffolk Hospital,west_suffolk_hospi,RGR50,West Suffolk Hospital,IP33 2QZ,England,0.709248,52.2316146,E38000204,IP33,St Edmundsbury,18930.577030812325,-1.3182392579971989,18923.13072786765,-1.3280336402642794,1.4753775619647562,16190.674995560801,18568,-1.774373093642857,0,0.007894194906528157,0.004539734114362859,0.03935656591080704,East of England
Addenbrookes Hospital,addenbrookes_hospi,RGT01,Addenbrooke's,CB2 0QQ,England,0.1407275,52.1751006,E38000026,CB2,Cambridge,19497.63372312335,-0.8667116029947189,19521.302840824406,-0.8586569789075222,-1.661461949698318,11784.570735142499,20484,-1.4407075328333332,0.036106192579873964,0.12237305718016132,0.026685267657527142,0.10549861983032557,East of England
Royal Devon and Exeter Hospital,royal_devon_and_ex,RH801,Royal Devon And Exeter Hospital (Wonford),EX2 5DW,England,-3.506554,50.7162972,E38000230,EX2,Exeter,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,South West
University Hospital Southampton NHS Foundation Trust,university_hospitae,RHM01,Southampton General Hospital,SO16 5YA,England,-1.4348528,50.9353552,E38000167,SO16,Southampton,11983.32637075718,1.212023893719321,12103.209750002112,1.249418650304468,-0.011154911380298022,5827.658683057499,10827.562500000002,1.2683269489534879,0.12080698406801699,0.2812244070887615,0.10997458650298461,0.2723423476667708,South East
Sheffield Teaching Hospitals NHS Foundation Trust,sheffield_teaching,RHQHH,Royal Hallamshire Hospital,S10 2JF,England,-1.4934336,53.3785462,E38000146,S10,Sheffield,13922.003302146395,0.9015169744083654,14189.184446117048,0.9412669802715858,-2.58166643658026,3195.2248393835985,13798.290697674416,0.6611775567160499,0.23296447607916076,0.34616191844370703,0.17495811455804075,0.3204335821732664,North East and Yorkshire
Sheffield Teaching Hospitals NHS Foundation Trust,sheffield_teaching,RHQNG,Northern General Hospital,S5 7AU,England,-1.4562902,53.4104758,E38000146,S5,Sheffield,13922.003302146395,0.9015169744083654,14189.184446117048,0.9412669802715858,-2.58166643658026,3195.2248393835985,13798.290697674416,0.6611775567160499,0.23296447607916076,0.34616191844370703,0.17495811455804075,0.3204335821732664,North East and Yorkshire
Portsmouth Hospitals NHS Trust,portsmouth_hospita,RHU03,Queen Alexandra Hospital,PO6 3LY,England,-1.0704622,50.8502412,E38000137,PO6,Hampshire,12271.436923076923,0.8476171231907692,12206.104215433832,0.8501752595753794,-2.0509388431207194,4106.105712335136,11994,0.6537001441407624,0.12394662921348315,0.2511655352684145,0.10376189918851436,0.21789657459425718,South East
Royal Berkshire Hospital,royal_berkshire_ho,RHW01,Royal Berkshire Hospital,RG1 5AN,England,-0.9581843999999999,51.4492924,E38000221,RG1,Berkshire,23420.48526387937,-1.0643508792878684,23609.603026514338,-1.133698829090095,-1.1556618375402248,17716.98548782569,26212,-1.9137673283678163,0.011834447079111878,0.03333908169864195,0.03387799094632464,0.10137745203707696,South East
Guys and St Thomas,guys_and_st_thomas,RJ122,St Thomas',SE1 7EH,England,-0.1188859,51.4991539,E38000092,SE1,Southwark,11381.474012474013,4.4785908912453225,11361.000684949637,4.503651209391457,19.980316006199185,9144.437717361785,10802,4.576766608181818,0,0.19188516670416794,0.47588778738104376,0.7304144110756687,London
Lewisham and Greenwich NHS Trust,lewisham_and_green,RJ224,University Hospital Lewisham,SE13 6LH,England,-0.0170139,51.45306249999999,E38000098,SE13,Lewisham,10867.658013544018,3.780525436064334,10900.029811398754,3.7732648732524705,3.9891396975339637,8375.317240904911,9910.204545454546,3.9792077590329153,0.029931064993273308,0.24587423440803285,0.3635097745560564,0.6342963443776811,London
Lewisham and Greenwich NHS Trust,lewisham_and_green,RJ231,Queen Elizabeth Hospital,SE18 4QH,England,0.0500086,51.477949,E38000066,SE18,Greenwich,12667.591584158416,3.2728808067277226,12379.142392377626,3.3470418283084786,12.683841112187395,9361.519152478679,11518.54754601226,3.6197323005675677,0.00671521131082341,0.2155988025129918,0.36144516697547985,0.5617606678232409,London
Croydon Health Services NHS Trust,croydon_health_ser,RJ611,Croydon University Hospital,CR7 7YE,England,-0.1111861,51.3892939,E38000040,CR7,Croydon,14609.202296819787,1.7334785101378092,14611.792620907154,1.7169971573762748,17.578331754400082,9701.721745952656,13713,2.0111726432205326,0.02338611583530098,0.1768461491889988,0.17405566655108454,0.3811678197359224,London
St George's University Hospitals NHS Foundation Trust,st_georges_univers,RJ701,St George's Hospital,SW17 0QT,England,-0.1752284,51.42656299999999,E38000193,SW17,Wandsworth,18613.162932790223,2.2073154336069245,18538.112975781365,2.2313331527058486,6.037443779537968,15272.286016795237,18520,2.0923576299729727,0,0.047420967768204696,0.19362856072574472,0.3724946660369061,London
Warwick Hospital,warwick_hospital,RJC02,Warwick Hospital,CV34 5BW,England,-1.5837413,52.2903799,E38000164,CV34,Warwick,22993.513698630137,-1.8231285767077625,22977.882072420034,-1.7903765651622925,-1.0634710731563377,20454.567045746706,23846,-2.3287866163738533,0,0.005136886798665804,0.008902387528909516,0.037004180015728326,Midlands
University Hospitals of North Midlands NHST,university_hospital,RJE01,Royal Stoke University Hospital,ST4 6QG,England,-2.2129403,53.0038144,E38000175,ST4,Staffordshire,9629.736602052451,0.6938936185610034,9703.340256609641,0.7024248810109526,1.1533260577251967,3165.1097578026897,6256,0.9896680272188557,0.3056609642301711,0.5025660964230171,0.09942457231726283,0.29781104199066877,Midlands
University Hospitals of North Midlands NHST,university_hospital,RJE09,County Hospital,ST16 3SA,England,-2.09816,52.8107173,E38000173,ST16,Staffordshire,21518.03462321792,-1.7767061734501017,21728.946178951497,-1.8437599011634438,-12.114514345250774,17475.626439990512,22626,-2.6430241759887325,0,0.04510678462939452,0.005590157069454877,0.05523022008335383,Midlands
Northern Lincolnshire and Goole NHSFT,northern_lincolnsh,RJL30,Diana,DN33 2BA,England,-0.0952845,53.54485440000001,E38000119,DN33,North East Lincolnshire,12231.977736549165,0.23967413152690167,12586.04615452085,0.11937948241005288,1.7017208800065935,581.9964559754818,10219.279069767455,-0.5781734517696969,0.29632994186046513,0.36955568364073776,0.10723235765838011,0.21749699278267842,North East and Yorkshire
Northern Lincolnshire and Goole NHSFT,northern_lincolnsh,RJL32,Scunthorpe General Hospital,DN15 7BH,England,-0.6670105000000001,53.5873453,E38000122,DN15,North Lincolnshire,15669.121495327103,-0.6429125230037384,15746.019660069514,-0.6678948326426907,-17.226801118423232,6019.209990658309,16116,-1.6082386580522876,0.10681055385019649,0.2009961420398218,0.07408358515581143,0.12839363137966867,North East and Yorkshire
Macclesfield District General Hospital,macclesfield_distr,RJN71,Macclesfield District General Hospital,SK10 3BL,England,-2.1416683,53.2621328,E38000056,SK10,Cheshire East,22887.13663663664,-2.1250295922432434,23264.36630609139,-2.2467542181138023,-4.583646324256934,17455.62786775731,25685,-2.9317536239391893,0.006740221280796281,0.03692983177723851,0.00354234360218813,0.03673446304446181,North West
Countess Of Chester Hospital,countess_of_cheste,RJR05,Countess Of Chester Hospital,CH2 1UL,England,-2.8972333,53.2098063,E38000196,CH2,Cheshire West and Chester,19410.048469387755,-1.4095136901696428,19593.85629542986,-1.4545088538679922,-0.003365146030153473,9400.488258142788,22227,-2.288509352548689,0.0686202514390245,0.1576528839853833,0.018591888694918013,0.0769531816842633,North West
King's College Hospital,kings_college_hosp,RJZ01,King's College Hospital,SE5 9RS,England,-0.0938548,51.4681404,E38000092,SE5,Lambeth,11381.474012474013,4.4785908912453225,11361.000684949637,4.503651209391457,19.980316006199185,9144.437717361785,10802,4.576766608181818,0,0.19188516670416794,0.47588778738104376,0.7304144110756687,London
Sherwood Forest Hospitals NHSFT,sherwood_forest_ho,RK5BC,King's Mill Hospital,NG17 4JL,England,-1.2345498,53.1357763,E38000103,NG17,Ashfield,11942.593949044585,-0.35547702151273886,12041.41752491348,-0.4046734237017314,-0.43349713987436184,2096.3938113010163,10289,-0.8286261093033708,0.16493974898886712,0.35965579785681523,0.039272609765250384,0.13375620230996957,Midlands
University Hospital Plymouth,university_hospitad,RK950,Derriford Hospital,PL6 8DH,England,-4.116408,50.4166994,E38000230,PL6,Plymouth,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,South West
University Hospitals Coventry and Warwickshire NHS Trust,university_hospitah,RKB01,University Hospital (Coventry),CV2 2DX,England,-1.4376872,52.4211586,E38000038,CV2,Coventry,15422.714712471994,0.4661742691411501,15397.1326457909,0.46715314096182764,-20.036173822864438,5155.589241138305,15430,-0.13966619748867243,0.10827953661655236,0.201277687017059,0.13370613198607642,0.2274479605226858,Midlands
Whittington Health NHST,whittington_health,RKEQ4,The Whittington Hospital,N19 5NF,England,-0.1393766,51.5665092,E38000088,N19,Islington,10256.572661870503,4.869506941764029,10324.47010799535,4.890487069943868,18.89853054918502,7889.522754221141,9162,5.155858931744726,0.04586763397307167,0.2538498568004007,0.553878545344919,0.7790349951618472,London
The Royal Wolverhampton NHS Trust,the_royal_wolverha,RL403,New Cross Hospital,WV10 0QP,England,-2.0953929,52.5995052,E38000210,WV10,Wolverhampton,9800.898089171975,1.7156329857515924,9733.263462540586,1.7492251595302282,-5.457396508953232,4344.626742097513,6373,1.862591482394285,0.21343247685092395,0.5050747584879945,0.19951497174008898,0.37101455084779733,Midlands
Robert Jones & Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,robert_jones__agne,RL131,The Robert Jones And Agnes Hunt Orthopaedic Hospital,SY10 7AG,England,-3.0335905,52.88446709999999,E38000147,SY10,Shropshire,17857.037601626016,-1.5350261804695122,17964.94175004655,-1.5920025938892461,3.995820551252773,14380.039737916568,17031,-2.216224139119048,0.009068072609912815,0.04630400909420539,0.012831192079156173,0.04348493608903436,Midlands
Hereford Hospital,hereford_hospital,RLQ01,The County Hospital,HR1 2ER,England,-2.7058348,52.0574483,E38000078,HR1,Hereford,16331.2640625,-1.366539316190625,16435.68841871188,-1.331280892979518,-8.36441511991335,13131.008808883475,15438.434343434343,-1.8595707792772926,0.009314518986030947,0.07670716220561705,0.014148912397739227,0.07393297252516665,Midlands
George Eliot Hospital,george_eliot_hospi,RLT01,George Eliot Hospital,CV10 7DJ,England,-1.4760659,52.5118749,E38000195,CV10,Nuneaton & Bedworth,15429.069805194806,-0.9917790140487013,15531.019987611207,-1.0396012580313618,-9.331840797744176,8623.424606131453,14809,-1.7259292760880283,0.05336793651810793,0.15900911003599158,0.02045219100103596,0.07096322877617933,Midlands
North Staffordshire Combined Healthcare NHS Trust,north_staffordshir,RLY88,Harplands Hospital,ST4 6RR,England,-2.2098219,53.00080089999999,E38000175,ST4,Staffordshire,9629.736602052451,0.6938936185610034,9703.340256609641,0.7024248810109526,1.1533260577251967,3165.1097578026897,6256,0.9896680272188557,0.3056609642301711,0.5025660964230171,0.09942457231726283,0.29781104199066877,Midlands
Norfolk and Norwich University Hospital NHSFT,norfolk_and_norwic,RM102,Norfolk And Norwich University Hospital,NR4 7UY,England,1.2210669,52.6180858,E38000219,NR4,Norfolk,18854.407967032967,-1.756673306471154,18773.7854105212,-1.7717566112523042,-7.464616720491639,15159.841797031648,18338.906976744183,-2.30075396350635,0.01009271535331385,0.054739217998064034,0.011817652159152946,0.03387941040191945,East of England
Salford Royal NHSFT,salford_royal_nhsf,RM301,Salford Royal,M6 8HD,England,-2.3238955,53.487482,E38000143,M6,Salford,9494.135572139303,1.406609427437811,9672.857382241924,1.2938165064467562,-10.740461250049556,1899.5700757907855,7273.757009345794,1.3698047860906508,0.2998337130716915,0.49357294609995167,0.17602475922593222,0.344889348659659,North West
Bolton NHST,bolton_nhst,RMC01,Royal Bolton Hospital,BL4 0JR,England,-2.4312119,53.5532744,E38000016,BL4,Bolton,11921.454340473507,0.35942086487598646,11802.326421856596,0.42004473405925513,-3.1251985304784933,2583.7560597247366,8023,0.029255549071999724,0.2444162638283728,0.43242794071954505,0.13188167031569517,0.27319300831689464,North West
Tameside Hospital Integrated Care NHSFT,tameside_hospital,RMP01,Tameside General Hospital,OL6 9RW,England,-2.0715971,53.4930995,E38000182,OL6,Tameside,11248.100354191263,0.177579171540732,11367.504488657522,0.13618443431049782,-1.6305629036924831,3950.865018607159,9800,-0.4809740006354514,0.19281814796326668,0.38839367071557046,0.07580007448081327,0.20336827592764267,North West
Norfolk and Suffolk NHS Foundation Trust,norfolk_and_suffol,RMY01,Wellbeing Norfolk & Waveney,NR6 5SJ,England,1.2500498,52.6602058,E38000218,NR6,Norfolk,16207.234463276836,-0.009029958108757055,16485.935182389323,-0.06332601740229386,-30.71974312753988,7750.029841944072,16743.100806451614,-0.3322417944056603,0.12568548190717382,0.2517459699021088,0.035995714216139875,0.16696050260556178,East of England
Great Western NHS FT,great_western_nhs,RN325,The Great Western Hospital,SN3 6BB,England,-1.7274933,51.5384082,E38000181,SN3,Swindon,18993.045267489713,-0.6266425477064472,18729.80021293685,-0.6099630658310095,-9.530966963932096,8683.940327923376,20954,-1.4087809216296296,0.08929805555036703,0.1535713618618899,0.049409754001905226,0.14418999943963987,South West
Hampshire Hospitals NHS Foundation Trust,hampshire_hospital,RN506,Basingstoke And North Hampshire Hospital,RG24 9NA,England,-1.1111343,51.2803791,E38000120,RG24,Hampshire,22968.293276108725,-1.5715765533490702,23197.46121557856,-1.6202681346958145,-2.4674714178205024,19489.86748967263,24963,-2.0029224240125787,0,0.007803366434255933,0.004235040026292931,0.03566448341432495,South East
Hampshire Hospitals NHS Foundation Trust,hampshire_hospital,RN541,Royal Hampshire County Hospital,SO22 5DG,England,-1.3292518,51.0617768,E38000198,SO22,Winchester,23661.762857142858,-1.9817289211451428,23753.409116994768,-1.9955023425866656,-7.905013769839523,20451.839301620766,25238,-2.5377220338181816,0,0.013699188045422065,0.005585195990951131,0.025867399264686824,South East
Dartford and Gravesham NHS Trust,dartford_and_grave,RN707,Darent Valley Hospital,DA2 8DA,England,0.258883,51.4352521,E38000043,DA2,Dartford,17030.83821656051,-0.3755785139477707,17143.52683954,-0.4169683085924211,-5.302929658558506,11675.2387261934,17150,-0.7889868956315798,0.02015048841661958,0.13504526441164394,0.04247984747905479,0.12000455286403604,South East
The Dudley Group NHSFT,the_dudley_group_n,RNA01,Russells Hall Hospital,DY1 2HQ,England,-2.1189906,52.50251420000001,E38000046,DY1,Dudley,14837.269841269841,-0.1919979533343254,14775.725876807543,-0.19550858993002476,-1.7840212939711129,6679.090534995896,12919,-0.7315221580934075,0.1172741072141887,0.271863865143405,0.06013261963729328,0.1616393704561796,Midlands
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNNBE,Penrith Hospital,CA11 8HX,England,-2.7430129,54.65668609999999,E38000215,CA11,Eden,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,North East and Yorkshire
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNNCB,Cockermouth Community Hospital,CA13 9HT,England,-3.3584645,54.6671369,E38000215,CA13,Allerdale,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,North East and Yorkshire
Kettering General Hospital NHSFT,kettering_general,RNQ51,Kettering General Hospital,NN16 8UZ,England,-0.7416706,52.4018398,E38000108,NN16,Kettering,18624.207489878543,-1.0218950879326922,18780.940717991405,-1.0722218942610664,-0.9536421319897272,9521.981252781503,21093,-1.933357243179402,0.05196097399187419,0.13212654675756044,0.03721160114912442,0.09985416460052969,Midlands
Northampton General Hospital NHS Trust,northampton_genera,RNS01,Northampton General Hospital (Acute),NN1 5BD,England,-0.8842779,52.23613659999999,E38000108,NN1,Northampton,18624.207489878543,-1.0218950879326922,18780.940717991405,-1.0722218942610664,-0.9536421319897272,9521.981252781503,21093,-1.933357243179402,0.05196097399187419,0.13212654675756044,0.03721160114912442,0.09985416460052969,Midlands
NIHR Team (Wessex),nihr_team_wessex,RNZ02,Salisbury District Hospital,SP2 8BJ,England,-1.7883697,51.0452592,E38000206,SP2,Wiltshire,21434.59571706684,-1.584755047890331,21558.075472258966,-1.5887165195202801,-0.9569115111925953,17989.886522354875,22452,-2.09234986136526,0.003983175542113164,0.028107290952288946,0.006059692429206274,0.033111739114741356,South West
Doncaster and Bassetlaw Teaching Hospitals NHFT,doncaster_and_bass,RP5BA,Bassetlaw Hospital,S81 0BD,England,-1.1103379,53.3165473,E38000008,S81,Bassetlaw,14637.114361702128,-1.0000854560957446,14989.372602181407,-1.1009120382899356,-7.016401194047587,8054.835224910413,15204,-1.7430786505127471,0.07129883132647546,0.2066221879623969,0.020901446886933715,0.09249266810203521,North East and Yorkshire
Doncaster and Bassetlaw Teaching Hospitals NHFT,doncaster_and_bass,RP5DR,Doncaster Royal Infirmary,DN2 5LT,England,-1.1095729,53.5308139,E38000044,DN2,Doncaster,11372.522494887526,0.2906617807453988,11250.789703771801,0.3275374000637364,-8.670367542041802,2209.82537235629,8886,0.23343845470270275,0.24047460003571405,0.40123081196552934,0.08453317107691087,0.2003756588911449,North East and Yorkshire
Great Ormond Street Hospital,great_ormond_stree,RP401,Great Ormond Street Hospital,WC1N 3JH,England,-0.1207462,51.5218626,E38000027,WC1N,Camden,16465.98531375167,4.355710042695594,16088.619180531732,4.508217805498748,7.617352613705777,11723.505356659885,14838.499999999987,4.9320342024823525,0,0.16029463823761675,0.5123900552787082,0.6669888988735488,London
Medway NHSFT,medway_nhsft,RPA02,Medway Maritime Hospital,ME7 5NY,England,0.5416722,51.3796444,E38000104,ME7,Medway,14322.577481840193,-0.19207946139588378,14386.083406270722,-0.22371284613484893,-1.465856311388565,6021.523095529999,12644.249999999998,-0.6670336802804878,0.08250449938429479,0.2237074926588993,0.041814909538694704,0.1279454390451833,South East
The Royal Marsden NHST,the_royal_marsden,RPY01,The Royal Marsden Hospital (London),SW3 6JJ,England,-0.1729471,51.49097889999999,E38000202,SW3,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,London
The Royal Marsden NHST,the_royal_marsden,RPY02,The Royal Marsden Hospital (Surrey),SM2 5PT,England,-0.1910219,51.34344859999999,E38000179,SM2,Sutton,21253.128246753247,-0.11400410648701298,21535.632955728757,-0.26867323116525194,17.044249653049857,16427.23948450828,22933,-0.7380143681478873,0.007467945683842942,0.05497880575978459,0.04429753978521767,0.12084924216128659,London
Mid and South Essex University Hospitals Group,mid_and_south_esse,RQ8L0,Broomfield Hospital,CM1 7ET,England,0.4667492,51.7744639,E38000106,CM1,Chelmsford,21264.981922760886,-1.485630453283484,21440.935157802043,-1.5741918285609895,-2.0733520441564965,18395.51422787633,22032,-2.098565401872204,0,0.012317550918644221,0.004116459738530541,0.030616169305320896,East of England
Birmingham Women's & Children's NHS Foundation Trust,birmingham_womens,RQ301,Birmingham Children's Hospital,B4 6NH,England,-1.8937147,52.4847654,E38000220,B4,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,Midlands
Chelsea & Westminster Hospital,chelsea__westminst,RQM01,Chelsea And Westminster Hospital,SW10 9NH,England,-0.182401,51.4849533,E38000202,SW10,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,London
The Princess Alexandra Hospital,the_princess_alexa,RQWG0,Princess Alexandra Hospital,CM20 1QX,England,0.0858092,51.77104989999999,E38000197,CM20,Harlow,19685.747881355932,-0.8747399602150424,19905.896513148236,-0.981986204485303,-2.871679460252773,16484.53344210978,20507,-1.4737688492207357,0,0.011669451766499094,0.012379127832586368,0.053341071016549786,East of England
Homerton University Hospital,homerton_universit,RQXM1,Homerton University Hospital,E9 6SR,England,-0.0461232,51.5504182,E38000035,E9,Hackney,7995.709302325581,5.91309213425969,7883.16419843036,5.947452941595381,4.605107442671778,6035.364021855225,7170.357308584687,6.349124096191882,0.0920084579990655,0.4112939629843749,0.7336918215583943,0.9126600723839995,London
Gateshead Health NHSFT,gateshead_health_n,RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,-1.5821895,54.9385771,E38000212,NE9,Gateshead,12371.372524752474,1.2848071271590347,12640.033487305134,1.2336855376088416,-5.487838166201016,1899.2032254288301,10428,1.1683028541092149,0.22061404147871214,0.3592261303812936,0.16783411845767301,0.32186906082753425,North East and Yorkshire
Leeds Teaching Hospitals NHST,leeds_teaching_hos,RR801,Leeds General Infirmary,LS1 3EX,England,-1.5528919,53.80254309999999,E38000225,LS1,Leeds,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.16805409298529855,0.288346817084714,North East and Yorkshire
Leeds Teaching Hospitals NHST,leeds_teaching_hos,RR813,St James's Hospital,LS9 7TF,England,-1.5192863,53.80674800000001,E38000225,LS9,Leeds,13898.734750098387,0.6415011318606848,14056.37492860956,0.6141845795146728,-3.515561559023085,2279.6272186297388,14381,-0.05414872249770649,0.23470380788949227,0.3308176385307348,0.16805409298529855,0.288346817084714,North East and Yorkshire
Midlands Partnership NHS Foundation Trust,midlands_partnersh,RRE11,St George's,ST16 3SR,England,-2.1089458,52.8098957,E38000173,ST16,Staffordshire,21518.03462321792,-1.7767061734501017,21728.946178951497,-1.8437599011634438,-12.114514345250774,17475.626439990512,22626,-2.6430241759887325,0,0.04510678462939452,0.005590157069454877,0.05523022008335383,Midlands
Royal Albert Edward Infirmary,royal_albert_edwar,RRF02,Royal Albert Edward Infirmary,WN1 2NN,England,-2.6294065,53.5581785,E38000205,WN1,Wigan,14008.295192307693,-0.3881724800932692,14278.96051584243,-0.4960081736732788,6.8302147338596875,3340.691189701708,13197,-1.281304467295858,0.17057156070964516,0.32439932169048824,0.06323757507495698,0.1662298764507675,North West
The Royal Orthopaedic Hospital NHS Foundation Trust,the_royal_orthopae,RRJ05,Royal Orthopaedic Hospital,B31 2AP,England,-1.9612097,52.4206157,E38000220,B31,Birmingham,10424.050087361677,1.3877220368322656,10294.254571948217,1.4785206974758067,0.990990825692656,2431.092675482698,7054,1.583729793304931,0.34750207653090454,0.4812557283611159,0.18958190124305435,0.377106067766512,Midlands
Cambridge and Peterborough NHS Foundation Trust,cambridge_and_pete,RT113,Fulbourn Hospital,CB21 5EF,England,0.18769,52.184934,E38000026,CB21,Cambridge,19497.63372312335,-0.8667116029947189,19521.302840824406,-0.8586569789075222,-1.661461949698318,11784.570735142499,20484,-1.4407075328333332,0.036106192579873964,0.12237305718016132,0.026685267657527142,0.10549861983032557,East of England
Royal Brompton and Harefield NHFT,royal_brompton_and,RT301,Harefield Hospital,UB9 6JH,England,-0.482717,51.60689199999999,E38000082,UB9,South Buckinghamshire,17615.2319391635,0.9452373377617237,17481.53043046551,0.9897962726090401,1.5184096598876191,13778.393946898193,15580,1.194829923182796,0,0.043218123941358565,0.08286607090707318,0.23036767712166345,London
Royal Brompton and Harefield NHFT,royal_brompton_and,RT302,Royal Brompton Hospital,SW3 6NP,England,-0.170181,51.489249,E38000202,SW3,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,London
The Newcastle upon Tyne Hospitals NHSFT,the_newcastle_upon,RTD02,The Royal Victoria Infirmary,NE1 4LP,England,-1.6190553,54.98020570000001,E38000212,NE1,Newcastle,12371.372524752474,1.2848071271590347,12640.033487305134,1.2336855376088416,-5.487838166201016,1899.2032254288301,10428,1.1683028541092149,0.22061404147871214,0.3592261303812936,0.16783411845767301,0.32186906082753425,North East and Yorkshire
Gloucester Royal Hospital,gloucester_royal_h,RTE03,Gloucestershire Royal Hospital,GL1 3NN,England,-2.232898,51.8660784,E38000062,GL1,Gloucester,20897.92703648176,-1.4434368805387305,20921.267005480884,-1.4659208773906889,-1.6378657450991745,13125.94778080857,21752,-2.09223590071179,0.03030734492046688,0.07679602803425217,0.01863869048416708,0.05823941680179033,South West
Northumbria Healthcare NHS Trust,northumbria_health,RTF86,Northumbria Specialist Emergency Care Hospital,NE23 6NZ,England,-1.5693347,55.0742008,E38000130,NE23,Northumberland,15733.779520295204,-0.7297932944861624,16031.253847760327,-0.8170573343161808,-2.607267185563856,5513.618532514067,15867,-1.3857068478021206,0.1210652220689306,0.20715885934157732,0.039759135266495375,0.1055286240459706,North East and Yorkshire
Northumbria Healthcare NHS Trust,northumbria_health,RTFED,Wansbeck General Hospital,NE63 9JJ,England,-1.5467146,55.1842407,E38000130,NE63,Northumberland,15733.779520295204,-0.7297932944861624,16031.253847760327,-0.8170573343161808,-2.607267185563856,5513.618532514067,15867,-1.3857068478021206,0.1210652220689306,0.20715885934157732,0.039759135266495375,0.1055286240459706,North East and Yorkshire
Northumbria Healthcare NHS Trust,northumbria_health,RTFFS,North Tyneside General Hospital,NE29 8NH,England,-1.467913,55.0254219,E38000127,NE29,North Tyneside,15897.131994261119,-0.13619310152080344,16050.012883401976,-0.20725981208733021,0.3106611422751517,6106.793587892394,13897,-0.5111292309360461,0.09238001802779866,0.21030273753616766,0.048296572228225955,0.15007395381497105,North East and Yorkshire
University Hospitals of Derby and Burton NHFT,university_hospitai,RTG02,Burton Hospital,DE13 0RB,England,-1.6561476,52.8175281,E38000053,DE13,East Staffordshire,18496.56887755102,-0.9941049149081632,18509.528469693025,-1.022630751210474,-25.48728385165727,12018.81799662437,19203.501628664493,-1.9473617116821191,0.03481887356919875,0.16578596514047866,0.027794940166493236,0.1065865634755463,Midlands
